LAMMPS (31 Mar 2017)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-1.0556 -1.05564 -1.05564) to (83.4466 83.4466 83.4466)
  6 by 4 by 4 MPI processor grid
  reading atoms ...
  63998 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  0 = max # of 1-4 neighbors
  1 = max # of special neighbors
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          1         
  special bond factors coul: 0          0          1         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  1 = max # of special neighbors
1 atoms in group pull
3199 atoms in group freez
PPPM initialization ...
WARNING: Using 12-bit tables for long-range coulomb (../kspace.cpp:321)
  G vector (1/distance) = 0.294194
  grid = 125 125 125
  stencil order = 5
  estimated absolute RMS force accuracy = 0.000416749
  estimated relative force accuracy = 1.25503e-06
  using double precision FFTs
  3d grid and FFT values/proc = 44109 31250
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 10000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 13.91 | 14.36 | 15.08 Mbytes
Step TotEng Temp Press PotEng KinEng Enthalpy f_9[3] f_9[4] f_9[5] f_9[6] f_9[7] 
 1707400    -10081206     922.4911    308.28873    -10257183    175977.08    -10078493    -71.06731    -71.06731    58.154041    81.069027    5.0708533 
 1707600    -10081561    919.58063   -112.36556    -10256983    175421.87    -10082549    15.681437    15.681437    58.153841    81.266759     5.067165 
 1707800    -10080784    920.48789   -1.3727499    -10256378    175594.94    -10080796      12.8695      12.8695    58.153641    81.259562    5.0626894 
 1708000    -10079770     925.9716    -27.87002    -10256411    176641.03    -10080015   -27.861779   -27.861779    58.153441     81.36684    5.0565356 
 1708200    -10081376    918.54034    -393.5859    -10256599    175223.42    -10084839   -60.325237   -60.325237    58.153241    81.243374    5.0479091 
 1708400    -10081783    920.76958     634.9095    -10257432    175648.68    -10076200   -43.633919   -43.633919    58.153041    81.296869    5.0407279 
 1708600    -10079690    924.79716   -392.04809    -10256107    176416.99    -10083142   -7.9419274   -7.9419274    58.152841    81.360962    5.0323887 
 1708800    -10081170      922.765   -453.53788    -10257200    176029.33    -10085162    18.558181    18.558181    58.152641    81.500725    5.0275757 
 1709000    -10081388    920.78995   -699.71726    -10257041    175652.56    -10087547   -13.324936   -13.324936    58.152441    81.261442    5.0246934 
 1709200    -10080499    923.38904    320.05923    -10256648    176148.37    -10077683   -38.722904   -38.722904    58.152241    81.268175    5.0200275 
 1709400    -10079412    925.02734     2021.066    -10255873     176460.9    -10061644   -39.756483   -39.756483    58.152041    81.115695    5.0137477 
 1709600    -10081136    922.80206   -169.23177    -10257172     176036.4    -10082625    44.863006    44.863006    58.151841    81.456308    5.0069181 
 1709800    -10081544    919.99976    604.38467    -10257046    175501.82    -10076229   -22.069255   -22.069255    58.151641    81.292891     5.002337 
 1710000    -10079810    926.88867   -1282.5853    -10256626    176815.97    -10091105    -50.36101    -50.36101    58.151441    81.268381    4.9924184 
 1710200    -10081273    924.09443    428.14062    -10257556    176282.93    -10077508   -27.318412   -27.318412    58.151241    81.425592    4.9884668 
 1710400    -10081486    921.66183    137.91625    -10257305    175818.88    -10080273   -48.956213   -48.956213    58.151041    81.219634    4.9798624 
 1710600    -10079783    921.75104    496.28365    -10255619     175835.9    -10075416   -23.584216   -23.584216    58.150841      81.3957    4.9737841 
 1710800    -10079499    934.03706   -1492.4124    -10257679    178179.62    -10092637    24.174871    24.174871    58.150641    81.286931    4.9671419 
 1711000    -10081673    921.56125   -480.99699    -10257472     175799.7    -10085905    28.392615    28.392615    58.150441    81.398699    4.9626039 
 1711200    -10081081    927.68292    1271.7236    -10258049    176967.48    -10069901   -50.765285   -50.765285    58.150241    81.296678    4.9557452 
 1711400    -10079588    928.07951    117.96947    -10256631    177043.14    -10078550   -46.310118   -46.310118    58.150041    81.280888     4.947798 
 1711600    -10081763    920.60039    242.47405    -10257379     175616.4    -10079630   -65.930876   -65.930876    58.149841    81.395775    4.9417241 
 1711800    -10081193    921.57351     467.9721    -10256995    175802.04    -10077076   -12.931861   -12.931861    58.149641     81.41846    4.9332113 
 1712000    -10079765    926.27985    133.59831    -10256465    176699.83    -10078590   -19.497946   -19.497946    58.149441     81.44062    4.9282353 
 1712200    -10081937     918.9366   -1561.8054    -10257236    175299.01    -10095689    -64.82147    -64.82147    58.149241    80.984009    4.9243136 
 1712400    -10080853    920.69276   -1013.7822    -10256487    175634.02    -10089778    19.581949    19.581949    58.149041    81.411273    4.9180453 
 1712600    -10080356    927.32385    944.91789    -10257255    176898.99    -10072046   -28.450345   -28.450345    58.148841    81.216299    4.9114487 
 1712800    -10082274    922.03654   -472.28387    -10258164    175890.36    -10086428   -27.700151   -27.700151    58.148641    81.268994    4.9040741 
 1713000    -10080549     925.2872   -472.69349    -10257060    176510.47    -10084709  -0.98855188  -0.98855188    58.148441    81.257498    4.8997171 
 1713200    -10080652    923.14992    860.37452    -10256755    176102.76    -10073084   -7.2502039   -7.2502039    58.148241     81.34501    4.8953551 
 1713400    -10081021    923.04244   -328.51966    -10257103    176082.25    -10083912   -3.8066782   -3.8066782    58.148041    81.479726    4.8899262 
 1713600    -10081181    921.24639   -559.12935    -10256920    175739.63    -10086101   -55.196484   -55.196484    58.147841     81.25852    4.8851531 
 1713800    -10081246    923.50512   -312.60998    -10257417    176170.52    -10083997   -18.100123   -18.100123    58.147641    81.207823    4.8789982 
 1714000    -10080645    924.47557   -1286.5738    -10257001    176355.64    -10091973   -37.343693   -37.343693    58.147441    81.243416    4.8725962 
 1714200    -10080576    922.07624    1517.1759    -10256474    175897.94    -10067237    4.1313221    4.1313221    58.147241    81.392324    4.8686958 
 1714400    -10082230    921.09799    289.96648    -10257942    175711.32    -10079680    7.9221646    7.9221646    58.147041    81.344323    4.8637664 
 1714600    -10080200     926.1415    28.630081    -10256874    176673.44    -10079949    -11.59633    -11.59633    58.146841    81.438323    4.8580641 
 1714800    -10080741    927.03866   -798.41776    -10257586    176844.58    -10087768    -87.86508    -87.86508    58.146641     81.20829    4.8505431 
 1715000    -10082075    918.58124   -630.81849    -10257306    175231.22    -10087626   -47.621802   -47.621802    58.146441    81.146658    4.8442695 
 1715200    -10079598    928.32628    110.83123    -10256688    177090.21    -10078622   -50.205976   -50.205976    58.146241    81.325691    4.8379511 
 1715400    -10081168    923.65395   -23.605807    -10257367    176198.91    -10081375    19.165483    19.165483    58.146041    81.237619    4.8300405 
 1715600    -10081823    919.75503    281.19541    -10257278    175455.14    -10079349   -17.645027   -17.645027    58.145841    81.154242    4.8238663 
 1715800    -10079654    927.95845   -412.31658    -10256674    177020.05    -10083284   -54.324353   -54.324353    58.145641    81.135052    4.8195168 
 1716000    -10080985    922.24121    493.42104    -10256915    175929.41    -10076645    -4.017039    -4.017039    58.145441     81.24802    4.8141057 
 1716200    -10081331     924.4257   -593.78098    -10257677    176346.13    -10086556   -19.624588   -19.624588    58.145241    81.257195    4.8080521 
 1716400    -10080350    923.21236    68.077916    -10256465    176114.67    -10079751    9.4893786    9.4893786    58.145041    81.154287    4.8023305 
 1716600    -10079769    926.48252   -458.18032    -10256507    176738.49    -10083801    6.0165666    6.0165666    58.144841    81.305451    4.7971037 
 1716800    -10081225    921.10805    633.00298    -10256938    175713.24    -10075658   -96.659177   -96.659177    58.144641    81.202777    4.7903261 
 1717000    -10081229    921.31571   -585.28682    -10256982    175752.86    -10086380   -26.732234   -26.732234    58.144441    81.219783    4.7831138 
 1717200    -10079812    930.29964     1514.071    -10257279    177466.66    -10066502   -47.562203   -47.562203    58.144241    81.187676    4.7777481 
 1717400    -10081460    924.84198    270.03416    -10257885    176425.54    -10079085    -29.93573    -29.93573    58.144041    81.418249    4.7717055 
 1717600    -10081561    924.31432   -198.58211    -10257886    176324.88    -10083308    2.8353876    2.8353876    58.143841    81.407421    4.7657085 
 1717800    -10080049    927.69849   -608.65622    -10257020    176970.46    -10085405    10.879617    10.879617    58.143641    81.611824     4.761077 
 1718000    -10078815     929.2189   -736.62608    -10256075    177260.49    -10085300   -35.872174   -35.872174    58.143441    81.096447    4.7553945 
 1718200    -10081008     923.7361    70.152104    -10257223    176214.58    -10080391   -42.877861   -42.877861    58.143241    81.261599    4.7499983 
 1718400    -10081814    921.77669    645.47972    -10257654    175840.79    -10076138    -19.84402    -19.84402    58.143041    81.234941      4.74363 
 1718600    -10080007     925.0042    151.86822    -10256463    176456.48    -10078671    -51.48965    -51.48965    58.142841     81.24394    4.7398119 
 1718800    -10080790    924.98452    500.98115    -10257243    176452.73    -10076384   -44.026285   -44.026285    58.142641    81.207867    4.7329591 
 1719000    -10081403    923.15135   -503.43247    -10257506    176103.03    -10085833    -39.07236    -39.07236    58.142441    81.376119    4.7282807 
 1719200    -10080378    925.28138   -253.28894    -10256887    176509.36    -10082607   -72.554112   -72.554112    58.142241    81.292482    4.7201976 
 1719400    -10079587    926.37968   -846.42445    -10256306    176718.88    -10087039  -0.32633021  -0.32633021    58.142041    81.305489    4.7156816 
 1719600    -10081762    924.72043    1604.2565    -10258165    176402.35    -10067662   -56.063265   -56.063265    58.141841    81.218629    4.7103722 
 1719800    -10080911    925.03816   -239.24165    -10257374    176462.96    -10083016   -29.313791   -29.313791    58.141641    81.464951    4.7032768 
 1720000    -10079790     925.5905   -1174.9534    -10256358    176568.33    -10090136   -28.350372   -28.350372    58.141441    81.186661    4.6990601 
 1720200    -10080908    924.21311    578.33014    -10257213    176305.57    -10075821   -68.211492   -68.211492    58.141241    81.237008    4.6914486 
 1720400    -10081858    923.16226    -879.7447    -10257963    176105.11    -10089599   -14.182336   -14.182336    58.141041    81.366969    4.6835202 
 1720600    -10081634    921.59283   -376.45842    -10257440    175805.72    -10084946   -21.390158   -21.390158    58.140841    81.225345     4.680679 
 1720800    -10080090    927.27028   -928.68384    -10256978    176888.77    -10088265   -9.6046701   -9.6046701    58.140641    81.273307    4.6750437 
 1721000    -10081903    925.81114    1096.0901    -10258513    176610.42    -10072268   -28.654941   -28.654941    58.140441    81.349871    4.6693496 
 1721200    -10081904    921.20211    326.31352    -10257635    175731.19    -10079034    -47.46647    -47.46647    58.140241    81.263722    4.6616515 
 1721400    -10080468     923.3963    1234.5526    -10256618    176149.76    -10069614   -13.563144   -13.563144    58.140041    81.204196     4.656439 
 1721600    -10081295    922.37897    889.36063    -10257250    175955.69    -10073474   -26.069507   -26.069507    58.139841    81.290759    4.6521212 
 1721800    -10082070    918.77739    357.62917    -10257339    175268.64    -10078924   -4.6940588   -4.6940588    58.139641    81.434872    4.6462358 
 1722000    -10080595    926.10758    1128.0751    -10257262    176666.97    -10070677   -39.055087   -39.055087    58.139441    81.259926    4.6422689 
 1722200    -10081462    920.46306   -56.717988    -10257053     175590.2    -10081962   -5.1887348   -5.1887348    58.139241    81.263336    4.6365335 
 1722400    -10083434     914.7654   -2010.8316    -10257937     174503.3    -10101139   -32.265743   -32.265743    58.139041     81.28656    4.6326989 
 1722600    -10081755    924.35801   -715.76963    -10258088    176333.22    -10088053   -22.760927   -22.760927    58.138841    81.282011    4.6279854 
 1722800    -10080360    922.35273    670.93994    -10256310    175950.68    -10074457   -70.617635   -70.617635    58.138641    81.332251    4.6211628 
 1723000    -10081861    922.27574   -367.29411    -10257797       175936    -10085092   -31.807906   -31.807906    58.138441    81.361022    4.6141421 
 1723200    -10081880    920.81535    795.11461    -10257538    175657.41    -10074889   -4.5861854   -4.5861854    58.138241     81.25523     4.608709 
 1723400    -10080979    924.25384   -822.99209    -10257292    176313.34    -10088222    19.677129    19.677129    58.138041    81.259993    4.6038228 
 1723600    -10080977     925.2465   -32.606716    -10257480    176502.71    -10081264   -24.205653   -24.205653    58.137841    81.275095    4.5971681 
 1723800    -10082687    917.19754   -1104.7081    -10257655    174967.26    -10092411   -12.664612   -12.664612    58.137641    81.528782    4.5913353 
 1724000    -10081577    918.01621    1015.2785    -10256701    175123.43    -10072649   -53.454621   -53.454621    58.137441    81.250364    4.5852559 
 1724200    -10080748    926.42371      327.282    -10257476    176727.27    -10077870   -18.068789   -18.068789    58.137241    81.285073     4.579708 
 1724400    -10082226      922.386    236.80323    -10258183    175957.03    -10080144   -12.266506   -12.266506    58.137041    81.475933    4.5746484 
 1724600    -10081980    919.69853   -1581.9164    -10257425    175444.36    -10095908   -26.078418   -26.078418    58.136841    81.158811    4.5683311 
 1724800    -10080542    924.93133    -212.1878    -10256984    176442.58    -10082409   -9.9261381   -9.9261381    58.136641     81.37202    4.5649744 
 1725000    -10081870    921.88052   -880.63967    -10257730     175860.6    -10089619   -47.628238   -47.628238    58.136441    81.328402     4.559042 
 1725200    -10080566    928.16372    1893.3305    -10257625     177059.2    -10063927   -26.838299   -26.838299    58.136241    81.242904    4.5515798 
 1725400    -10080424    928.18794    890.20382    -10257488    177063.82    -10072596    -19.82431    -19.82431    58.136041    81.309726    4.5472683 
 1725600    -10081751    923.27386    584.14755    -10257877     176126.4    -10076614   -51.171815   -51.171815    58.135841    81.168251    4.5418737 
 1725800    -10081185    922.05837   -491.91695    -10257080    175894.53    -10085514   -66.098204   -66.098204    58.135641    81.187763    4.5361439 
 1726000    -10080886     926.3703    137.50671    -10257603    176717.09    -10079676   -39.451509   -39.451509    58.135441    81.335307    4.5317799 
 1726200    -10082656    917.05159    689.37106    -10257595    174939.42    -10076594   -51.953455   -51.953455    58.135241     81.25338    4.5266028 
 1726400    -10081028    919.54524   -629.66888    -10256443    175415.12    -10086570    33.974892    33.974892    58.135041    81.320184    4.5213983 
 1726600    -10080774    923.59576    22.910491    -10256962    176187.81    -10080573    22.602514    22.602514    58.134841    81.318517    4.5177589 
 1726800    -10082803    920.49904   -383.61174    -10258400    175597.07    -10086177   -12.632454   -12.632454    58.134641    81.353671    4.5142821 
 1727000    -10081653    923.48138    887.90903    -10257819    176165.99    -10073846   -29.975663   -29.975663    58.134441    81.464392    4.5086321 
 1727200    -10080735    922.62844    -244.3313    -10256738    176003.28    -10082885   -62.490924   -62.490924    58.134241    81.244717    4.5015571 
 1727400    -10081176    923.52628    550.69484    -10257351    176174.55    -10076334   -85.870793   -85.870793    58.134041    81.174126    4.4949917 
 1727600    -10082402    916.78771    772.02747    -10257291    174889.08    -10075613    -12.75246    -12.75246    58.133841    81.431856    4.4903624 
 1727800    -10080169    926.28427      585.278    -10256869    176700.67    -10075021     4.794403     4.794403    58.133641    81.455567    4.4852059 
 1728000    -10081260    921.45598    68.464416    -10257040    175779.61    -10080658   -65.856808   -65.856808    58.133441    81.192505    4.4775917 
 1728200    -10081884    919.11554   -860.25996    -10257217    175333.15    -10089454   -15.056409   -15.056409    58.133241    81.406874    4.4705679 
 1728400    -10079576    924.83718     221.4878    -10256001    176424.62    -10077627   -26.225055   -26.225055    58.133041    81.200201    4.4643246 
 1728600    -10081476    921.01738    526.36651    -10257172    175695.95    -10076846   -22.361399   -22.361399    58.132841    81.501521    4.4592294 
 1728800    -10081448    920.05121    1129.0221    -10256960    175511.64    -10071520   -35.874123   -35.874123    58.132641    81.401434    4.4532283 
 1729000    -10079617    928.59507    704.39132    -10256758    177141.49    -10073421    11.826543    11.826543    58.132441    81.102381    4.4481055 
 1729200    -10081033    924.95377    1410.7831    -10257480    176446.86    -10068629    40.505947    40.505947    58.132241    81.200675    4.4415604 
 1729400    -10081264    924.10117   -535.82331    -10257548    176284.22    -10085979   -18.241004   -18.241004    58.132041     81.23397    4.4361864 
 1729600    -10079806    926.08304   -210.88369    -10256468    176662.29    -10081662   -54.397241   -54.397241    58.131841    81.222383    4.4294427 
 1729800    -10080840    922.94031     222.2877    -10256903    176062.77    -10078884   -53.494867   -53.494867    58.131641    81.164781    4.4238611 
 1730000    -10081467    921.61029   -440.84892    -10257276    175809.05    -10085347    6.4947186    6.4947186    58.131441    81.310506    4.4190516 
 1730200    -10079871     926.4746    -757.9179    -10256608    176736.98    -10086543    29.818875    29.818875    58.131241    81.352403    4.4155122 
 1730400    -10080888    923.83493   -169.43101    -10257122    176233.43    -10082379    11.154571    11.154571    58.131041    81.426818    4.4093616 
 1730600    -10081575    923.05439    504.93416    -10257659    176084.53    -10077134    6.6450927    6.6450927    58.130841    81.450996    4.4048682 
 1730800    -10080205    924.72814   -1027.9193    -10256609    176403.82    -10089256   -22.931225   -22.931225    58.130641    81.341633    4.3997083 
 1731000    -10080288    928.23684   -22.934656    -10257361    177073.15    -10080489   -36.727153   -36.727153    58.130441     81.16429    4.3933309 
 1731200    -10081813    919.52521    1325.1436    -10257224     175411.3    -10070163   -52.633861   -52.633861    58.130241    81.196832    4.3876275 
 1731400    -10080206    929.63947   -419.20494    -10257547    177340.72    -10083896     -22.6703     -22.6703    58.130041    81.324674    4.3799401 
 1731600    -10080001    926.80469   -154.88878    -10256801    176799.95    -10081364    43.199761    43.199761    58.129841    81.340472    4.3764599 
 1731800    -10081065    922.43578    687.10139    -10257031    175966.53    -10075022   -17.311722   -17.311722    58.129641    81.139124    4.3724408 
 1732000    -10081341    922.10384   -241.54333    -10257244     175903.2    -10083466   -10.991972   -10.991972    58.129441    81.327718    4.3656133 
 1732200    -10079726    930.36533    756.11171    -10257205    177479.19    -10073076   -14.451748   -14.451748    58.129241    81.330754    4.3593287 
 1732400    -10081070    920.42166   -490.98112    -10256653    175582.31    -10085391   -70.312763   -70.312763    58.129041    81.197837    4.3523321 
 1732600    -10081385    917.75174   -353.50997    -10256458    175072.98    -10084497   -54.473498   -54.473498    58.128841    81.258839    4.3457465 
 1732800    -10079973    924.04725   -477.63461    -10256247    176273.93    -10084178   -42.163503   -42.163503    58.128641    81.141916    4.3408669 
 1733000    -10080613    922.44622    389.26962    -10256581    175968.52    -10077188   -51.283761   -51.283761    58.128441    81.316042    4.3334798 
 1733200    -10081794    922.00866    843.26605    -10257679    175885.05    -10074380   -40.909681   -40.909681    58.128241    81.233454    4.3271538 
 1733400    -10080038    922.07002   -516.49111    -10255934    175896.75    -10084585   -21.671078   -21.671078    58.128041    81.245537    4.3214768 
 1733600    -10080597    921.91419    751.26266    -10256464    175867.02    -10073987    7.3541945    7.3541945    58.127841    81.405204    4.3158672 
 1733800    -10081162    922.59528    -627.4072    -10257159    175996.95    -10086683   -5.9785551   -5.9785551    58.127641    81.327471    4.3107969 
 1734000    -10081573    922.04577    274.64071    -10257465    175892.13    -10079158    3.8520412    3.8520412    58.127441    81.365807    4.3069104 
 1734200    -10081367    925.46357   -110.80645    -10257911    176544.12    -10082341   -25.760196   -25.760196    58.127241    81.361426    4.3017203 
 1734400    -10080021    925.40347    209.82728    -10256554    176532.65    -10078175   -67.276403   -67.276403    58.127041    81.362844    4.2963032 
 1734600    -10081838    924.02357     794.0789    -10258107    176269.42    -10074856    -30.76865    -30.76865    58.126841    81.165827     4.291102 
 1734800    -10081301    923.07339    321.27779    -10257389    176088.16    -10078475   -8.4315264   -8.4315264    58.126641    81.223988    4.2841904 
 1735000    -10080209    926.80463    208.25324    -10257009    176799.94    -10078377   -2.0342791   -2.0342791    58.126441    81.364641    4.2792415 
 1735200    -10080841    925.84408   -524.71556    -10257458     176616.7    -10085459   -23.872227   -23.872227    58.126241    81.312108    4.2739838 
 1735400    -10081438    924.04553    429.21705    -10257712    176273.61    -10077663   -72.209926   -72.209926    58.126041    81.036131    4.2677292 
 1735600    -10081927    919.33663    -701.4426    -10257302    175375.32    -10088100    2.0172405    2.0172405    58.125841    81.406812    4.2637692 
 1735800    -10080063    927.04936   -639.80194    -10256909    176846.62    -10085694   -24.958776   -24.958776    58.125641    81.306494    4.2603729 
 1736000    -10081625    920.11662    616.49455    -10257150    175524.12    -10076204   0.02340274   0.02340274    58.125441    81.385152    4.2541021 
 1736200    -10081668    921.97355   -768.59376    -10257546    175878.35    -10088432    42.418085    42.418085    58.125241    81.273749    4.2491361 
 1736400    -10080355    925.42418   -388.75543    -10256892     176536.6    -10083777    11.857299    11.857299    58.125041    81.143638    4.2453102 
 1736600    -10081871    920.79165   -113.03556    -10257524    175652.89    -10082866   -2.0467993   -2.0467993    58.124841    81.126377    4.2425961 
 1736800    -10081740    918.96395    364.68087    -10257044    175304.23    -10078532   -91.199356   -91.199356    58.124641    81.163721     4.235336 
 1737000    -10080459    925.78015   -624.12436    -10257063    176604.51    -10085951    8.2964542    8.2964542    58.124441    81.464836    4.2282498 
 1737200    -10081345    922.67198    409.63176    -10257356    176011.58    -10077742   -39.837218   -39.837218    58.124241    81.072484    4.2232601 
 1737400    -10081351    924.15533   -647.34807    -10257646    176294.55    -10087048   -22.895969   -22.895969    58.124041    81.176132     4.218857 
 1737600    -10080766    925.88856    412.42991    -10257391    176625.19    -10077139   -24.163483   -24.163483    58.123841    81.230715    4.2129798 
 1737800    -10080164     929.5399   -22.495173    -10257486    177321.73    -10080362   -68.792744   -68.792744    58.123641    81.226625    4.2072575 
 1738000    -10081737    924.63496   -1457.4131    -10258123    176386.05    -10094566   -13.364475   -13.364475    58.123441    81.309909    4.2006638 
 1738200    -10081124    925.50597    58.922645    -10257677     176552.2    -10080606   -22.526968   -22.526968    58.123241    81.229757    4.1961928 
 1738400    -10080105    924.44315   -462.03717    -10256454    176349.46    -10084171   -63.737738   -63.737738    58.123041    81.264091    4.1908638 
 1738600    -10081346    921.15664    -37.43109    -10257069    175722.51    -10081676   -64.525264   -64.525264    58.122841    81.310974    4.1836082 
 1738800    -10081598    924.25549   -1136.1926    -10257911    176313.66    -10091597   -37.271664   -37.271664    58.122641     81.33144    4.1784427 
 1739000    -10080072    921.89695     141.3114    -10255936    175863.74    -10078829   -77.512031   -77.512031    58.122441    81.149126    4.1740604 
 1739200    -10081428    919.50665   -71.241169    -10256835    175407.76    -10082054    -49.32456    -49.32456    58.122241    81.312823    4.1685109 
 1739400    -10081677    925.85453     1368.368    -10258296     176618.7    -10069649   -66.601281   -66.601281    58.122041    81.265702    4.1621634 
 1739600    -10080311     925.7779   -697.37256    -10256915    176604.08    -10086449    -37.66763    -37.66763    58.121841    81.155895    4.1581282 
 1739800    -10078246    927.72142    144.85523    -10255221    176974.83    -10076971   -26.662868   -26.662868    58.121641    81.147699    4.1532564 
 1740000    -10080535    923.94285   -691.57835    -10256789    176254.02    -10086622    -10.19828    -10.19828    58.121441    81.380324    4.1489586 
 1740200    -10081820    923.44507    788.85891    -10257979    176159.06    -10074885    3.4559664    3.4559664    58.121241     81.45149    4.1442754 
 1740400    -10080142    922.22753    13.744982    -10256068     175926.8    -10080021   -31.320039   -31.320039    58.121041    81.108835    4.1401153 
 1740600    -10080321    924.75526    915.32357    -10256730       176409    -10072270   -50.429909   -50.429909    58.120841    81.275941    4.1350083 
 1740800    -10081204    922.69363    810.82028    -10257220    176015.71    -10074075   -77.435792   -77.435792    58.120641    81.186084     4.129518 
 1741000    -10081126    925.05671    1016.1776    -10257592     176466.5    -10072191   -32.356529   -32.356529    58.120441    81.209074    4.1232967 
 1741200    -10079812    929.16976    487.89255    -10257064    177251.12    -10075521    31.310596    31.310596    58.120241    81.332442    4.1170745 
 1741400    -10081418    922.06428    499.56507    -10257313    175895.66    -10077024   -12.211861   -12.211861    58.120041    81.331242    4.1115069 
 1741600    -10081525    921.85137    282.74122    -10257380    175855.04    -10079038    15.830874    15.830874    58.119841    81.359336    4.1053799 
 1741800    -10080276    924.46781   -321.52545    -10256630    176354.16    -10083106   -50.141069   -50.141069    58.119641    81.169105    4.1008427 
 1742000    -10078972     925.6093   -447.53653    -10255544    176571.91    -10082912    3.8540908    3.8540908    58.119441    81.375596    4.0960079 
 1742200    -10080974    923.25734    58.890534    -10257097    176123.25    -10080456   -24.284534   -24.284534    58.119241    81.451443     4.090762 
 1742400    -10081733    921.55506    466.33728    -10257532    175798.52    -10077632   -50.454929   -50.454929    58.119041    81.245554    4.0851006 
 1742600    -10080150    925.36564   -906.50376    -10256676    176525.43    -10088132   -66.613943   -66.613943    58.118841    81.162549    4.0798737 
 1742800    -10080679    924.46883   -220.42743    -10257034    176354.35    -10082619     4.919455     4.919455    58.118641    81.208074    4.0746563 
 1743000    -10081728    921.57431   -432.97737    -10257530    175802.19    -10085538    25.295534    25.295534    58.118441    81.376858     4.070104 
 1743200    -10080370    926.40206   -510.00663    -10257094    176723.14    -10084859   -5.6830373   -5.6830373    58.118241    81.443544    4.0659453 
 1743400    -10080898    927.33978    577.19208    -10257800    176902.03    -10075823   -62.303004   -62.303004    58.118041    81.230829    4.0594271 
 1743600    -10082123    923.27606    593.81119    -10258250    176126.82    -10076901   -44.438079   -44.438079    58.117841    81.342404    4.0515071 
 1743800    -10080278    927.73596   -1163.8052    -10257255     176977.6    -10090521   -73.654416   -73.654416    58.117641    81.270402    4.0494819 
 1744000    -10080940    920.86896    679.96306    -10256608    175667.63    -10074960    -26.74368    -26.74368    58.117441    81.441677    4.0428656 
 1744200    -10081895    920.51608    164.50695    -10257496    175600.32    -10080449    10.768318    10.768318    58.117241    81.272559    4.0381851 
 1744400    -10082516    919.09147    9.4518234    -10257845    175328.56    -10082433   0.64465462   0.64465462    58.117041    81.393264    4.0332769 
 1744600    -10080517     927.2766    812.33115    -10257407    176889.97    -10073373   -44.418276   -44.418276    58.116841    81.164139    4.0278796 
 1744800    -10081142    923.10572   -1141.2855    -10257236    176094.33    -10091189   -40.763792   -40.763792    58.116641    81.338279     4.021397 
 1745000    -10082332    921.88433    322.10763    -10258193    175861.33    -10079499   -10.899407   -10.899407    58.116441    81.268651    4.0162227 
 1745200    -10081276    921.94082   -442.49684    -10257148     175872.1    -10085170   -32.321321   -32.321321    58.116241    81.226556    4.0104322 
 1745400    -10080627    924.21346   -1017.2862    -10256932    176305.64    -10089582    -66.62643    -66.62643    58.116041    81.008736    4.0052422 
 1745600    -10082244    919.45702   -16.653011    -10257642    175398.29    -10082390   -8.0560195   -8.0560195    58.115841    81.405343    3.9993141 
 1745800    -10081308    927.34925    -808.9387    -10258212    176903.83    -10088425   -25.292025   -25.292025    58.115641     81.26698    3.9949798 
 1746000    -10080707    926.73036     584.3062    -10257493    176785.77    -10075569   -35.014795   -35.014795    58.115441    81.395633     3.988327 
 1746200    -10082094    920.85893   -875.44838    -10257760    175665.72    -10089798   -49.825838   -49.825838    58.115241    81.317918    3.9838811 
 1746400    -10082709    919.32376   -669.18098    -10258082    175372.87    -10088597   -16.545793   -16.545793    58.115041    81.220771    3.9767467 
 1746600    -10081137    925.17961   -302.93873    -10257627    176489.95    -10083802   -42.285651   -42.285651    58.114841    81.122524    3.9728843 
 1746800    -10080291     923.6863    931.08618    -10256496    176205.08    -10072102   -7.0531061   -7.0531061    58.114641    81.313785    3.9676824 
 1747000    -10081887    923.48079   -173.27798    -10258053    176165.88    -10083411   -53.967743   -53.967743    58.114441    81.311124    3.9609134 
 1747200    -10081590    924.63009    248.24031    -10257975    176385.12    -10079406   -49.941412   -49.941412    58.114241     81.22266    3.9554056 
 1747400    -10080499    928.75611     661.1555    -10257672    177172.21    -10074685    12.156269    12.156269    58.114041    81.297573    3.9495495 
 1747600    -10081693    921.86602   -826.45145    -10257551    175857.84    -10088966    -22.35095    -22.35095    58.113841     81.29881    3.9435117 
 1747800    -10081941    921.33952   -43.250895    -10257698     175757.4    -10082321   -118.38986   -118.38986    58.113641    81.115075    3.9366671 
